,name,author,description,year_pub,nb_download,link
242,Miss Cayley's Adventures,Grant Allen,"The story of an intelligent, independent young British woman who sets out around the world in search of adventure. She finds plenty as she trips-up con-men, outsmarts Arabs, kills a tiger and, of course, saves the man she loves. Allen is a great writer so it's not nearly as trite as it may sound. It has humor and a couple of stinging barbs at the condescending attitude that was no doubt prevalent in those heady days of Victoria's global empire.",1899,"4,693",https://manybooks.net/titles/allengra3097030970-8.html
243,The Tragedy of the Korosko,Arthur Conan Doyle,"Thirteen tourists, representing mixed nationalities and several religious creeds, find themselves engaged in examining ruins on the Nile when they are captured by dervishes. Blood is shed while they are hurried across the deserts; then the Arabs are captured by the camel corps, and there are many adventures before the surviving Europeans are rescued. The chief interest lies in the comparison of the actions of a soldier, a lawyer, a French gentleman, an American traveller, and others when exposed to the same dangers. Incidentally many Arab customs are described.",1898,"4,423",https://manybooks.net/titles/doyleart12551255512555.html
244,The Tragedy of the Korosko,Arthur Conan Doyle,"Thirteen tourists, representing mixed nationalities and several religious creeds, find themselves engaged in examining ruins on the Nile when they are captured by dervishes. Blood is shed while they are hurried across the deserts; then the Arabs are captured by the camel corps, and there are many adventures before the surviving Europeans are rescued. The chief interest lies in the comparison of the actions of a soldier, a lawyer, a French gentleman, an American traveller, and others when exposed to the same dangers. Incidentally many Arab customs are described.",1898,"4,423",https://manybooks.net/titles/doyleart12551255512555.html
245,Bucky O'Connor,William MacLeod Raine,"Every chapter teems with wholesome, stirring adventures, replete with the dashing spirit of the border, told with dramatic dash and absorbing fascination of style and plot.",1910,"4,305",https://manybooks.net/titles/rainewiletext99bkcnr10.html
246,Bucky O'Connor,William MacLeod Raine,"Every chapter teems with wholesome, stirring adventures, replete with the dashing spirit of the border, told with dramatic dash and absorbing fascination of style and plot.",1910,"4,305",https://manybooks.net/titles/rainewiletext99bkcnr10.html
247,King of the Khyber Rifles,Talbot Mundy,"Athelstan King is a secret agent for the British Raj at the beginning of World War I. Heavily influenced both by Mundy's own unsuccessful career in India and by his interest in theosophy, it describes King's adventures among the Muslim tribes of northern India accompanied by the mystical woman adventurer Yasmini and the Turkish mullah Muhammed Anim.",1916,"4,280",https://manybooks.net/titles/mundytaletext04kkhyb10.html
248,King of the Khyber Rifles,Talbot Mundy,"Athelstan King is a secret agent for the British Raj at the beginning of World War I. Heavily influenced both by Mundy's own unsuccessful career in India and by his interest in theosophy, it describes King's adventures among the Muslim tribes of northern India accompanied by the mystical woman adventurer Yasmini and the Turkish mullah Muhammed Anim.",1916,"4,280",https://manybooks.net/titles/mundytaletext04kkhyb10.html
249,The Wendigo,Algernon Blackwood,"It's nuthin'--nuthin' but what those lousy fellers believe when they've bin hittin' the bottle too long--a sort of great animal that lives up yonder, quick as lightning in its tracks, an' bigger'n anything else in the Bush, an' ain't supposed to be very good to look at--that's all!",1910,"4,316",https://manybooks.net/titles/blackwoo10891089710897-8.html
250,The Wendigo,Algernon Blackwood,"It's nuthin'--nuthin' but what those lousy fellers believe when they've bin hittin' the bottle too long--a sort of great animal that lives up yonder, quick as lightning in its tracks, an' bigger'n anything else in the Bush, an' ain't supposed to be very good to look at--that's all!",1910,"4,316",https://manybooks.net/titles/blackwoo10891089710897-8.html
251,Electricity for Boys,J. S. Zerbe,"The author has adopted the unique plan of setting forth the fundamental principles in each phase of the science, and practically applying the work in the successive stages. It shows how the knowledge has been developed, and the reasons for the various phenomena, without using technical words so as to bring it within the compass of every boy. It has a complete glossary of terms, and is illustrated with two hundred original drawings. (Illustrations not included with this edition.)",1914,"4,120",https://manybooks.net/titles/zerbejs2276622766-8.html
252,Electricity for Boys,J. S. Zerbe,"The author has adopted the unique plan of setting forth the fundamental principles in each phase of the science, and practically applying the work in the successive stages. It shows how the knowledge has been developed, and the reasons for the various phenomena, without using technical words so as to bring it within the compass of every boy. It has a complete glossary of terms, and is illustrated with two hundred original drawings. (Illustrations not included with this edition.)",1914,"4,120",https://manybooks.net/titles/zerbejs2276622766-8.html
253,Westward Ho!,Charles Kingsley,"This is the best novel ever written on the greatest age of English adventure. It is a saga of the Devonshire sailors who, like Drake, sailed to the unknown to found an empire for their queen, ""as good as any which his Majesty of Spain had."" The story swings from start to close at a breathless pace.",1855,"4,146",https://manybooks.net/titles/kingsleychetext99wstho10.html
254,Westward Ho!,Charles Kingsley,"This is the best novel ever written on the greatest age of English adventure. It is a saga of the Devonshire sailors who, like Drake, sailed to the unknown to found an empire for their queen, ""as good as any which his Majesty of Spain had."" The story swings from start to close at a breathless pace.",1855,"4,146",https://manybooks.net/titles/kingsleychetext99wstho10.html
255,The Iliad,Homer,Translated by Andrew Lang.,1891,"4,139",https://manybooks.net/titles/homeretext02iliab10.html
256,The Iliad,Homer,Translated by Andrew Lang.,1891,"4,139",https://manybooks.net/titles/homeretext02iliab10.html
257,Some Must Watch,Ethel Lina White,"At an isolated country house on the Welsh border a scholarly professor and his spinster sister keep a residence for Lady Warren, a bedridden and evil-tempered woman. Several other residents are at home when news of a recent murder leaves them all no recourse but to lock themselves in for night... just as someone begins to knock loudly at the front door.",1933,"4,103",https://manybooks.net/titles/whiteelother08spiral_staircase.html
258,Some Must Watch,Ethel Lina White,"At an isolated country house on the Welsh border a scholarly professor and his spinster sister keep a residence for Lady Warren, a bedridden and evil-tempered woman. Several other residents are at home when news of a recent murder leaves them all no recourse but to lock themselves in for night... just as someone begins to knock loudly at the front door.",1933,"4,103",https://manybooks.net/titles/whiteelother08spiral_staircase.html
259,The Clock Strikes Thirteen,Mildred Augustine Wirt,"Sinister hooded riders are terrorizing farmers at night, and most of the farmers are reluctant to talk.  Meanwhile, a man named Blake makes a generous donation to the Riverview orphan's camp and offers to buy their land, but Penny suspects that he is somehow trying to cheat the orphans.",1942,"4,051",https://manybooks.net/titles/wirtm3440334403.html
260,The Clock Strikes Thirteen,Mildred Augustine Wirt,"Sinister hooded riders are terrorizing farmers at night, and most of the farmers are reluctant to talk.  Meanwhile, a man named Blake makes a generous donation to the Riverview orphan's camp and offers to buy their land, but Penny suspects that he is somehow trying to cheat the orphans.",1942,"4,051",https://manybooks.net/titles/wirtm3440334403.html
261,Pearl-Maiden,H. Rider Haggard,"The story of Miriam, a young Christian woman living in the Roman Empire during the first century, and Marcus, the Roman officer who desired to win her hand.",1901,"3,947",https://manybooks.net/titles/haggardhetext04prlma10.html
262,Pearl-Maiden,H. Rider Haggard,"The story of Miriam, a young Christian woman living in the Roman Empire during the first century, and Marcus, the Roman officer who desired to win her hand.",1901,"3,947",https://manybooks.net/titles/haggardhetext04prlma10.html
263,The Trials of the Core,Michael E. Thies,"The system of Gladonus is unlike any other.

It is home to Creatures of Legend, all-powerful gods and goddesses, lost Ancients, reclusive First Bloods, and the Guardian of the Core. All life flows in and out of the system. Should it cease, the universe ceases to exist as well. That is why it is the Guardian’s duty to protect the system at all costs. However, his time is coming to a close and he needs to hold Trials to select his next apprentice.

A haughty, yet competent prince, Hydro Paen, longs to seize the Power of the Guardian and show to everyone who has doubted him that he is worthy of his lineage.

Under the guidance of his uncle, orphan Eirek Mourse participates, hoping only to survive such Trials and having no idea how he was even accepted in the first place.

And a tactician, Zain Berrese, always living in the shadow of his stepbrother’s accomplishments, wants to prove that he is capable of overcoming his haunted past and excelling further than his rivals.

None of these participants, however, know that the Trials will pit them against others who are just as conniving, talented, and motivated to win. None of them know that the Trials will test them in ways unimaginable. And none of them know that, by participating, it might mean the rendering of their identity and the forfeiting of their lives.

With their lives and identities on the line, will one of these would-be heroes find the inner strength and wisdom to emerge a champion and impress the Guardian before the system collapses?

A perfect sci-fantasy story for those who love Game of Thrones, Hunger Games, and Eragon. Buy today and experience the Trials for yourself!",2015,"3,818",https://manybooks.net/titles/the-trials-of-the-core
264,The Trials of the Core,Michael E. Thies,"The system of Gladonus is unlike any other.

It is home to Creatures of Legend, all-powerful gods and goddesses, lost Ancients, reclusive First Bloods, and the Guardian of the Core. All life flows in and out of the system. Should it cease, the universe ceases to exist as well. That is why it is the Guardian’s duty to protect the system at all costs. However, his time is coming to a close and he needs to hold Trials to select his next apprentice.

A haughty, yet competent prince, Hydro Paen, longs to seize the Power of the Guardian and show to everyone who has doubted him that he is worthy of his lineage.

Under the guidance of his uncle, orphan Eirek Mourse participates, hoping only to survive such Trials and having no idea how he was even accepted in the first place.

And a tactician, Zain Berrese, always living in the shadow of his stepbrother’s accomplishments, wants to prove that he is capable of overcoming his haunted past and excelling further than his rivals.

None of these participants, however, know that the Trials will pit them against others who are just as conniving, talented, and motivated to win. None of them know that the Trials will test them in ways unimaginable. And none of them know that, by participating, it might mean the rendering of their identity and the forfeiting of their lives.

With their lives and identities on the line, will one of these would-be heroes find the inner strength and wisdom to emerge a champion and impress the Guardian before the system collapses?

A perfect sci-fantasy story for those who love Game of Thrones, Hunger Games, and Eragon. Buy today and experience the Trials for yourself!",2015,"3,818",https://manybooks.net/titles/the-trials-of-the-core
265,Induction,T.K. Eldridge,"They weren't supposed to exist.
Sidonie & Sinclair Boudreau were the offspring of a witch and a shifter. Such pairings usually resulted in death. Sid & Sin had not only survived, but thrived, and managed to sidestep the family legacy of supernatural policing.
The disappearance of their parents changed everything. A cryptic message, an ancient prophecy, and a mystery to uncover in order to bring their parents home puts the twins in the crosshairs of an enemy they didn't know existed.
What would you do, to save those you loved?
Fans of paranormal mysteries will love this fast-paced, five star ride!",2019,"10,268",https://manybooks.net/titles/induction
266,Induction,T.K. Eldridge,"They weren't supposed to exist.
Sidonie & Sinclair Boudreau were the offspring of a witch and a shifter. Such pairings usually resulted in death. Sid & Sin had not only survived, but thrived, and managed to sidestep the family legacy of supernatural policing.
The disappearance of their parents changed everything. A cryptic message, an ancient prophecy, and a mystery to uncover in order to bring their parents home puts the twins in the crosshairs of an enemy they didn't know existed.
What would you do, to save those you loved?
Fans of paranormal mysteries will love this fast-paced, five star ride!",2019,"10,268",https://manybooks.net/titles/induction
267,Fire & Water,Bobbi Schemerhorn,"Mixing magic and inexperience may result in dragons!

Khaly accidentally brought her school project to life.

And now she has a dragon.

Khaly knew something was wrong when the dragon wasn’t where she left it. She had no idea how it happened or that it was her fault. But now Khaly must run because the Guild was coming for her.

Power and domination is the Guild’s desire...

...Elementals stand in their way.

The Guild is a true force of evil. Sweeping through Vlarlee they wipe out those with magical gifts, known as Elementals. No matter the age.

Who is the real threat? Can Khaly figure it out before the Guild finds her?
Fire & Water is the first book in the Mechanical Dragons Fantasy Series. It's full of twists and turns you will never see coming! Join the Adventure!",2014,"3,236",https://manybooks.net/titles/fire-water
268,Fire & Water,Bobbi Schemerhorn,"Mixing magic and inexperience may result in dragons!

Khaly accidentally brought her school project to life.

And now she has a dragon.

Khaly knew something was wrong when the dragon wasn’t where she left it. She had no idea how it happened or that it was her fault. But now Khaly must run because the Guild was coming for her.

Power and domination is the Guild’s desire...

...Elementals stand in their way.

The Guild is a true force of evil. Sweeping through Vlarlee they wipe out those with magical gifts, known as Elementals. No matter the age.

Who is the real threat? Can Khaly figure it out before the Guild finds her?
Fire & Water is the first book in the Mechanical Dragons Fantasy Series. It's full of twists and turns you will never see coming! Join the Adventure!",2014,"3,236",https://manybooks.net/titles/fire-water
269,Bronze Magic,Jennifer Ealey,"Exiled by his power-hungry brothers, Prince Tarkyn encounters the woodfolk: a secretive group of telepaths living deep in the woodlands.

When bounty hunters attack, Tarquin narrowly escapes with the aid of the forest-dwellers, and discovers a secret about their source of magic. Embracing his new identity, allegiances are formed as the woodfolk hail Tarquin as the Guardian Of The Forest.

But can he find a way to protect this mysterious realm, and seize his true destiny?",2019,"2,778",https://manybooks.net/titles/bronze-magic
270,Marked,Katrina Cope,"Kara thought that her lack of wings was a problem in the world of Valkyries–until she stumbled across a dragon's nest. She soon learned that wherever you found a dragon’s nest, a mother dragon was always nearby. No matter how much combat training she had, she could still become lunch.",2019,"9,104",https://manybooks.net/titles/marked
271,Marked,Katrina Cope,"Kara thought that her lack of wings was a problem in the world of Valkyries–until she stumbled across a dragon's nest. She soon learned that wherever you found a dragon’s nest, a mother dragon was always nearby. No matter how much combat training she had, she could still become lunch.",2019,"9,104",https://manybooks.net/titles/marked
272,Dillon Hunt And The Desert Oasis Resort,Chad Stewart,"Excitement, intrigue, and action are afoot with a stolen chemical, a missing man, a secret organization, and a twelve year old boy who has strange abilities that might be the answer to solving a mystery. When the Orion Group is hired to find Genesis—a chemical with potentially world-altering properties—they conscript the help of Dillon Hunt, who has abilities that even he doesn't understand. The problem for Dillon is that he doesn't even know he's in their service until it's almost too late.",2019,"2,202",https://manybooks.net/titles/dillon-hunt-and-the-desert-oasis-resort
273,Dillon Hunt And The Desert Oasis Resort,Chad Stewart,"Excitement, intrigue, and action are afoot with a stolen chemical, a missing man, a secret organization, and a twelve year old boy who has strange abilities that might be the answer to solving a mystery. When the Orion Group is hired to find Genesis—a chemical with potentially world-altering properties—they conscript the help of Dillon Hunt, who has abilities that even he doesn't understand. The problem for Dillon is that he doesn't even know he's in their service until it's almost too late.",2019,"2,202",https://manybooks.net/titles/dillon-hunt-and-the-desert-oasis-resort
274,The Count of Monte Cristo,Alexandre Dumas,"A classic adventure novel, often considered Dumas' best work, and frequently included on lists of the best novels of all time. Completed in 1844, and released as an 18-part series over the next two years, Dumas collaborated with other authors throughout. The story takes place in France, Italy, and the Mediterranean from the end of the rule of Napoleon I through the reign of Louis-Philippe.
",1845,"222,388",https://manybooks.net/titles/dumasalpetext98crsto12.html
275,The Count of Monte Cristo,Alexandre Dumas,"A classic adventure novel, often considered Dumas' best work, and frequently included on lists of the best novels of all time. Completed in 1844, and released as an 18-part series over the next two years, Dumas collaborated with other authors throughout. The story takes place in France, Italy, and the Mediterranean from the end of the rule of Napoleon I through the reign of Louis-Philippe.
",1845,"222,388",https://manybooks.net/titles/dumasalpetext98crsto12.html
276,The Man in the Iron Mask,Alexandre Dumas,"A translation of L'homme au masque de fer.
",1850,"19,732",https://manybooks.net/titles/dumasalpetext01ironm11.html
277,The Man in the Iron Mask,Alexandre Dumas,"A translation of L'homme au masque de fer.
",1850,"19,732",https://manybooks.net/titles/dumasalpetext01ironm11.html
278,Around the World in 80 Days,Jules Verne,"Phileas Fogg of London and his newly employed valet Passepartout attempt to circumnavigate the globe in just 80 days to win a £20,000 wager set by members of the Reform Club. (An unabridged reproduction of the original 1873 Hetzel edition.)",1873,"70,382",https://manybooks.net/titles/vernejuletext9480day11.html
279,Around the World in 80 Days,Jules Verne,"Phileas Fogg of London and his newly employed valet Passepartout attempt to circumnavigate the globe in just 80 days to win a £20,000 wager set by members of the Reform Club. (An unabridged reproduction of the original 1873 Hetzel edition.)",1873,"70,382",https://manybooks.net/titles/vernejuletext9480day11.html
280,The Curse of Capistrano,Harrington Strong,"The first work to feature Zorro, nobleman and master swordsman living in Spanish- and Mexican-era California. This novel originally appeared as five serialized installments in the pulp magazine All-Story Weekly.
",1919,"12,566",https://manybooks.net/titles/mcculleyjother07Curse_of_Capistrano.html
281,The Curse of Capistrano,Harrington Strong,"The first work to feature Zorro, nobleman and master swordsman living in Spanish- and Mexican-era California. This novel originally appeared as five serialized installments in the pulp magazine All-Story Weekly.
",1919,"12,566",https://manybooks.net/titles/mcculleyjother07Curse_of_Capistrano.html
282,Gulliver's Travels,Jonathan Swift,"A satire on human nature and a parody of the ""travellers' tales"" literary genre, this is widely considered Swift's greatest work as well as one of the indisputable classics of English literature. Transcribed from the 1892 George Bell and Son edition.",1726,"57,933",https://manybooks.net/titles/swiftjonetext97gltrv10.html
283,Gulliver's Travels,Jonathan Swift,"A satire on human nature and a parody of the ""travellers' tales"" literary genre, this is widely considered Swift's greatest work as well as one of the indisputable classics of English literature. Transcribed from the 1892 George Bell and Son edition.",1726,"57,933",https://manybooks.net/titles/swiftjonetext97gltrv10.html
284,The Thirty-Nine Steps,John Buchan,"Hanney, an expatriated Scot, returns from a long stay in South Africa to his flat in London. One night he is buttonholed by an American who appears to know of an anarchist plot to destabilise Europe, and claims to be in fear for his life. Hannay lets the American hide in his flat, and returns later to find that another man has been found shot dead in the same building, apparently a suicide. Four days later Hannay finds the American stabbed to death...Followed by Greenmantle, and Mr. Standfast.",1915,"44,303",https://manybooks.net/titles/buchanjoetext9639stp10.html
285,The Thirty-Nine Steps,John Buchan,"Hanney, an expatriated Scot, returns from a long stay in South Africa to his flat in London. One night he is buttonholed by an American who appears to know of an anarchist plot to destabilise Europe, and claims to be in fear for his life. Hannay lets the American hide in his flat, and returns later to find that another man has been found shot dead in the same building, apparently a suicide. Four days later Hannay finds the American stabbed to death...Followed by Greenmantle, and Mr. Standfast.",1915,"44,303",https://manybooks.net/titles/buchanjoetext9639stp10.html
286,Morning Star,H. Rider Haggard,"""A royal prince faces many extreme challenges to win the throne and the heart of his beloved.""--Haggard H. Rider: Finished",1910,"3,860",https://manybooks.net/titles/haggardhetext01mstar10.html
287,Morning Star,H. Rider Haggard,"""A royal prince faces many extreme challenges to win the throne and the heart of his beloved.""--Haggard H. Rider: Finished",1910,"3,860",https://manybooks.net/titles/haggardhetext01mstar10.html
288,The Flaming Jewel,Robert W. Chambers,"A ""North Woods"" adventure with royal jewels, romance, and mystery!",1922,"3,812",https://manybooks.net/titles/chambers2665126651-8.html
289,The Flaming Jewel,Robert W. Chambers,"A ""North Woods"" adventure with royal jewels, romance, and mystery!",1922,"3,812",https://manybooks.net/titles/chambers2665126651-8.html
290,Long Live the King!,Mary Roberts Rinehart,"This is a story of love, intrigue and adventure in a European court. In this story Mrs. Rinehart combines mystery, heart interest, and excitement of her past successes into a story that will be hailed as the most interesting of all her stories.",1917,"3,800",https://manybooks.net/titles/rinehartetext01llkng10.html
291,Long Live the King!,Mary Roberts Rinehart,"This is a story of love, intrigue and adventure in a European court. In this story Mrs. Rinehart combines mystery, heart interest, and excitement of her past successes into a story that will be hailed as the most interesting of all her stories.",1917,"3,800",https://manybooks.net/titles/rinehartetext01llkng10.html
292,Moonfleet,J. Meade Falkner,A classic tale of smuggling and nautical adventure.,1898,"3,729",https://manybooks.net/titles/falknerj10741074310743-8.html
293,Moonfleet,J. Meade Falkner,A classic tale of smuggling and nautical adventure.,1898,"3,729",https://manybooks.net/titles/falknerj10741074310743-8.html
294,The Sign of the Spider,Bertram Mitford,"A classic British adventure novel that turns the imperialistic genre on its head, with an anti-hero protagonist and a monster arachnid.",1896,"3,694",https://manybooks.net/titles/mitfordb2747627476-8.html
295,The Sign of the Spider,Bertram Mitford,"A classic British adventure novel that turns the imperialistic genre on its head, with an anti-hero protagonist and a monster arachnid.",1896,"3,694",https://manybooks.net/titles/mitfordb2747627476-8.html
296,Beau Brocade,Baroness Emmuska Orczy,"This captivating romance of the chivalrous highwayman, Beau Brocade, is full of go, there is real ingenuity in the plot, and the interest is kept up at an intense pitch.",1907,"3,662",https://manybooks.net/titles/orczybarother07Beau_Brocade.html
297,Beau Brocade,Baroness Emmuska Orczy,"This captivating romance of the chivalrous highwayman, Beau Brocade, is full of go, there is real ingenuity in the plot, and the interest is kept up at an intense pitch.",1907,"3,662",https://manybooks.net/titles/orczybarother07Beau_Brocade.html
298,In the Fog,Richard Harding Davis,"A book easy to skim through: the interest is sustained, the idea ingenious, and the scene is put before the reader with little touches that lend it a semblance of reality. When one has said that, one has said everything.",1901,"3,644",https://manybooks.net/titles/davisric78847884.html
299,In the Fog,Richard Harding Davis,"A book easy to skim through: the interest is sustained, the idea ingenious, and the scene is put before the reader with little touches that lend it a semblance of reality. When one has said that, one has said everything.",1901,"3,644",https://manybooks.net/titles/davisric78847884.html
300,The Destroying Angel,Louis Joseph Vance,"Full of romance and strange surprises... a narrative of dramatic events, thrilling adventures, and all-conquering passion that makes a swiftly moving tale.--Philadelphia North American.",1912,"3,517",https://manybooks.net/titles/vancelou3230232302-8.html
301,The Destroying Angel,Louis Joseph Vance,"Full of romance and strange surprises... a narrative of dramatic events, thrilling adventures, and all-conquering passion that makes a swiftly moving tale.--Philadelphia North American.",1912,"3,517",https://manybooks.net/titles/vancelou3230232302-8.html
302,Caravans by Night,Harry Hervey,"H. L. Mencken says: ""Exotic fires glow in 'Caravans by Night.'... If you sicken of psychology, then I commend this novel to your attention... It will give your vertebrae a salubrious rattling.""",1922,"3,428",https://manybooks.net/titles/herveyh3481334813-8.html
303,Caravans by Night,Harry Hervey,"H. L. Mencken says: ""Exotic fires glow in 'Caravans by Night.'... If you sicken of psychology, then I commend this novel to your attention... It will give your vertebrae a salubrious rattling.""",1922,"3,428",https://manybooks.net/titles/herveyh3481334813-8.html
304,I Married a Ranger,Dama Margaret Smith,"An intimate story of ""pioneer"" life in a national park, told in an interesting, humorous way, that makes it most delightful.",1930,"3,466",https://manybooks.net/titles/smithdm1853818538-8.html
305,I Married a Ranger,Dama Margaret Smith,"An intimate story of ""pioneer"" life in a national park, told in an interesting, humorous way, that makes it most delightful.",1930,"3,466",https://manybooks.net/titles/smithdm1853818538-8.html
306,His Unknown Wife,Louis Tracy,"Philip Alexander Maseden, American ranchman, victim of the revenge of a newly-made head of a Latin American republic, is sentenced to be shot. Half an hour before the sentence is carried out, and for reasons not explained to him, he is asked to marry a veiled woman. Through the circumstances of this marriage he effects his escape and, disguised as a native, takes passage for the United States on the ""Southern Cross."" The ship is wrecked and Maseden saves the lives of the woman who is his wife and her sister, but does not know which of the two he has married.  Sturgess, a young New Yorker, is also saved. These four have many adventures on a desert island finding clothes and provisions washed ashore from the wrecked ship in true Swiss Family Robinson fashion, with added Aztec treasure. They go to sea on a raft, are attacked by natives, and finally rescued by a passenger steamer. The story is eventful enough to furnish scenes for moving pictures.",1916,"3,380",https://manybooks.net/titles/tracylouother09his_unknown_wife.html
307,His Unknown Wife,Louis Tracy,"Philip Alexander Maseden, American ranchman, victim of the revenge of a newly-made head of a Latin American republic, is sentenced to be shot. Half an hour before the sentence is carried out, and for reasons not explained to him, he is asked to marry a veiled woman. Through the circumstances of this marriage he effects his escape and, disguised as a native, takes passage for the United States on the ""Southern Cross."" The ship is wrecked and Maseden saves the lives of the woman who is his wife and her sister, but does not know which of the two he has married.  Sturgess, a young New Yorker, is also saved. These four have many adventures on a desert island finding clothes and provisions washed ashore from the wrecked ship in true Swiss Family Robinson fashion, with added Aztec treasure. They go to sea on a raft, are attacked by natives, and finally rescued by a passenger steamer. The story is eventful enough to furnish scenes for moving pictures.",1916,"3,380",https://manybooks.net/titles/tracylouother09his_unknown_wife.html
308,The Hunted Woman,James Oliver Curwood,"A tale of a great fight in the ""valley of gold"" for a woman.",1915,"3,296",https://manybooks.net/titles/curwoodj1132811328-8.html
309,The Hunted Woman,James Oliver Curwood,"A tale of a great fight in the ""valley of gold"" for a woman.",1915,"3,296",https://manybooks.net/titles/curwoodj1132811328-8.html
310,The Mysterious Three,William le Queux,"""A remarkable story, crowded with the most exciting situations, and bristling with crimes which only the brain of a most versatile author could conceive."" ",1915,"3,130",https://manybooks.net/titles/queuxwilother08mysterious_three.html
311,The Mysterious Three,William le Queux,"""A remarkable story, crowded with the most exciting situations, and bristling with crimes which only the brain of a most versatile author could conceive."" ",1915,"3,130",https://manybooks.net/titles/queuxwilother08mysterious_three.html
312,The Trials of the Core,Michael E. Thies,"The system of Gladonus is unlike any other.

It is home to Creatures of Legend, all-powerful gods and goddesses, lost Ancients, reclusive First Bloods, and the Guardian of the Core. All life flows in and out of the system. Should it cease, the universe ceases to exist as well. That is why it is the Guardian’s duty to protect the system at all costs. However, his time is coming to a close and he needs to hold Trials to select his next apprentice.

A haughty, yet competent prince, Hydro Paen, longs to seize the Power of the Guardian and show to everyone who has doubted him that he is worthy of his lineage.

Under the guidance of his uncle, orphan Eirek Mourse participates, hoping only to survive such Trials and having no idea how he was even accepted in the first place.

And a tactician, Zain Berrese, always living in the shadow of his stepbrother’s accomplishments, wants to prove that he is capable of overcoming his haunted past and excelling further than his rivals.

None of these participants, however, know that the Trials will pit them against others who are just as conniving, talented, and motivated to win. None of them know that the Trials will test them in ways unimaginable. And none of them know that, by participating, it might mean the rendering of their identity and the forfeiting of their lives.

With their lives and identities on the line, will one of these would-be heroes find the inner strength and wisdom to emerge a champion and impress the Guardian before the system collapses?

A perfect sci-fantasy story for those who love Game of Thrones, Hunger Games, and Eragon. Buy today and experience the Trials for yourself!",2015,"3,818",https://manybooks.net/titles/the-trials-of-the-core
313,The Trials of the Core,Michael E. Thies,"The system of Gladonus is unlike any other.

It is home to Creatures of Legend, all-powerful gods and goddesses, lost Ancients, reclusive First Bloods, and the Guardian of the Core. All life flows in and out of the system. Should it cease, the universe ceases to exist as well. That is why it is the Guardian’s duty to protect the system at all costs. However, his time is coming to a close and he needs to hold Trials to select his next apprentice.

A haughty, yet competent prince, Hydro Paen, longs to seize the Power of the Guardian and show to everyone who has doubted him that he is worthy of his lineage.

Under the guidance of his uncle, orphan Eirek Mourse participates, hoping only to survive such Trials and having no idea how he was even accepted in the first place.

And a tactician, Zain Berrese, always living in the shadow of his stepbrother’s accomplishments, wants to prove that he is capable of overcoming his haunted past and excelling further than his rivals.

None of these participants, however, know that the Trials will pit them against others who are just as conniving, talented, and motivated to win. None of them know that the Trials will test them in ways unimaginable. And none of them know that, by participating, it might mean the rendering of their identity and the forfeiting of their lives.

With their lives and identities on the line, will one of these would-be heroes find the inner strength and wisdom to emerge a champion and impress the Guardian before the system collapses?

A perfect sci-fantasy story for those who love Game of Thrones, Hunger Games, and Eragon. Buy today and experience the Trials for yourself!",2015,"3,818",https://manybooks.net/titles/the-trials-of-the-core
314,Induction,T.K. Eldridge,"They weren't supposed to exist.
Sidonie & Sinclair Boudreau were the offspring of a witch and a shifter. Such pairings usually resulted in death. Sid & Sin had not only survived, but thrived, and managed to sidestep the family legacy of supernatural policing.
The disappearance of their parents changed everything. A cryptic message, an ancient prophecy, and a mystery to uncover in order to bring their parents home puts the twins in the crosshairs of an enemy they didn't know existed.
What would you do, to save those you loved?
Fans of paranormal mysteries will love this fast-paced, five star ride!",2019,"10,268",https://manybooks.net/titles/induction
315,Induction,T.K. Eldridge,"They weren't supposed to exist.
Sidonie & Sinclair Boudreau were the offspring of a witch and a shifter. Such pairings usually resulted in death. Sid & Sin had not only survived, but thrived, and managed to sidestep the family legacy of supernatural policing.
The disappearance of their parents changed everything. A cryptic message, an ancient prophecy, and a mystery to uncover in order to bring their parents home puts the twins in the crosshairs of an enemy they didn't know existed.
What would you do, to save those you loved?
Fans of paranormal mysteries will love this fast-paced, five star ride!",2019,"10,268",https://manybooks.net/titles/induction
316,Fire & Water,Bobbi Schemerhorn,"Mixing magic and inexperience may result in dragons!

Khaly accidentally brought her school project to life.

And now she has a dragon.

Khaly knew something was wrong when the dragon wasn’t where she left it. She had no idea how it happened or that it was her fault. But now Khaly must run because the Guild was coming for her.

Power and domination is the Guild’s desire...

...Elementals stand in their way.

The Guild is a true force of evil. Sweeping through Vlarlee they wipe out those with magical gifts, known as Elementals. No matter the age.

Who is the real threat? Can Khaly figure it out before the Guild finds her?
Fire & Water is the first book in the Mechanical Dragons Fantasy Series. It's full of twists and turns you will never see coming! Join the Adventure!",2014,"3,236",https://manybooks.net/titles/fire-water
317,Fire & Water,Bobbi Schemerhorn,"Mixing magic and inexperience may result in dragons!

Khaly accidentally brought her school project to life.

And now she has a dragon.

Khaly knew something was wrong when the dragon wasn’t where she left it. She had no idea how it happened or that it was her fault. But now Khaly must run because the Guild was coming for her.

Power and domination is the Guild’s desire...

...Elementals stand in their way.

The Guild is a true force of evil. Sweeping through Vlarlee they wipe out those with magical gifts, known as Elementals. No matter the age.

Who is the real threat? Can Khaly figure it out before the Guild finds her?
Fire & Water is the first book in the Mechanical Dragons Fantasy Series. It's full of twists and turns you will never see coming! Join the Adventure!",2014,"3,236",https://manybooks.net/titles/fire-water
